id;url;time;user
623;https://twitter.com/;817110436;fish
191;https://habrahabr.ru/post/334966/;529496132;bear
196;http://readms.net/r/hunter_x_hunter/;930692663;monkey
322;https://docs.oracle.com/;685782220;cat
251;https://stackoverflow.com/questions/;811326484;chihuahua
616;https://docs.oracle.com/;324520957;wolf
230;https://www.quora.com/;548428613;bear
945;https://www.quora.com/;181843842;snake
550;http://www.javaproblems.com/2013/11/java-string-3-notreplace-codingbat.html;176907987;zebra
690;https://www.quora.com/;58418395;bear
