id;url;time;user
617;http://readms.net/r/hunter_x_hunter/;873849106;zebra
497;https://www.quora.com/;191307540;platypus
981;https://habrahabr.ru/post/334966/;39483222;monkey
593;http://readms.net/r/hunter_x_hunter/;880296494;owl
240;https://vk.com/feed;677075846;beaver
329;https://www.quora.com/;294805280;monkey
179;https://docs.oracle.com/;496182624;duck
889;https://stackoverflow.com/questions/1388602/;798411690;lion
869;https://github.com/;362878197;cat
950;http://sorting.valemak.com/;778335550;dog
